experiment_duration,user_id,enthusiast,age,gender,education,region,openness,conscientiousness,Extroversion,agreeableness,neuroticism,Familiarity_SelectedSong,PleasantSurprise_SelectedSong,MatchInterests_SelectedSong,selected_recommendation_id,selected_position,explanation,explanation type,confidence,usefulness,persuasion,transparency,comprehensibility,fairness,accuracy,compelling,check,trustworthy,satisfaction,system,comment,quality_Agreeableness,quality_Conscientiousness,quality_Extroversion,quality_Neuroticism,quality_Openness,quality_FeatureBased,taste_Agreeableness,taste_Conscientiousness,taste_Extroversion,taste_Neuroticism,taste_Openness,taste_FeatureBased,listen_Agreeableness,listen_Conscientiousness,listen_Extroversion,listen_Neuroticism,listen_Openness,listen_FeatureBased
0:12:06,237,5,3,1,6,4,3.0,3.75,1.5,4.25,3.0,5,4,5,689,2,"A música oferece um poderoso sentimento de redenção e esperança, contando com melodias emotivas e letras introspectivas. As suas guitarras intensas e vocais apaixonados criam um ambiente sonoro que permite um escape emocional e reflexão, proporcionado conforto, alívio e força interior para enfrentar desafios e momentos de dúvida pessoal, promovendo resiliência e autodescoberta.",neuroticism  ,4,4,4,4,4,4,4,4,3,4,4,5,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5
0:10:49,239,1,3,1,6,2,5.0,4.5,1.5,4.75,4.75,5,5,5,704,5,"Recomendo esta faixa pelo seu início distinto com um solo de guitarra que cativa instantaneamente. A linha de baixo profunda complementa a instrumentação envolvente e oferece uma base rítmica consistente. A melodia vocal traz variações sutis entre versos e refrão, criando uma estrutura sonora dinâmica e rica, perfeita para uma audição contemplativa.",feature based,5,5,3,2,2,4,4,4,3,3,3,4,,5,4,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,2
0:07:58,240,5,3,1,4,3,3.25,4.0,2.5,5.0,4.0,5,5,5,698,5,"Esta faixa apresenta uma melodia cativante com uma fusão envolvente de pop e elementos latinos. Sua produção é cuidadosamente conduzida por instrumentação suave, incluindo acordes de guitarra acústica e ritmos percussivos sutis. Os vocais expressivos são destacados por harmonias bem trabalhadas, criando uma experiência auditiva rica e memorável que ressoa facilmente com o ouvinte.",feature based,5,4,4,5,4,5,5,4,3,4,4,4,,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5
0:10:09,246,4,1,1,2,4,3.75,3.75,3.0,4.0,2.75,5,3,3,721,4,"Com batidas animadas e vocais poderosos, esta canção captura a energia das festividades com uma melodia contagiante que convida à celebração. A letra expressa alegria e desejo sincero, proporcionando um ambiente perfeito para encontros vibrantes. O refrão cativante estimula a dança e o canto, tornando-se indispensável para momentos de pura animação.",Extroversion,3,4,4,4,4,4,3,3,3,2,3,3,"As recomendações são boas, parecem até com algumas das músicas que eu normalmente ouço. Na música #3, parece a descrição de uma música que eu já tinha sugerido na etapa anterior da pesquisa.",4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4
0:09:15,249,5,1,2,2,5,5.0,3.0,1.0,4.75,4.25,5,5,5,733,4,"Esta faixa destaca-se por suas harmonias vocais intricadas e evolução dinâmica. Começa suavemente, introduzindo camadas instrumentais que crescem progressivamente, criando uma textura sonora rica. Os ritmos alternam entre intimistas e enérgicos, enquanto a letra oferece narrativas intrigantes. Ideal para quem aprecia variações melódicas e arranjos sofisticados dentro da música indie.",feature based,5,5,5,5,5,2,5,5,3,3,5,5,"Acho que o grande problema das descrições é citar harmonia, já que todas as músicas passam por um processo harmônico para deixar cada instrumente no tom correto para que toquem em harmonia. Fora isso, tudo uma beleza.",5,1,5,3,5,5,5,5,5,5,5,5,5,1,5,2,5,2
0:07:27,250,5,4,2,4,4,3.25,3.25,2.5,4.25,3.0,5,4,5,741,6,"Esta canção combina uma melodia envolvente com letras introspectivas, criando uma experiência emocional profunda. Sua atmosfera melancólica, mas desejosa, ressoa com almas empáticas que apreciam conexões genuínas. A harmonia suave, combinada com a intensidade emocional, oferece um refúgio musical perfeito para aqueles que valorizam profundidade emocional e busca de significado autêntico.",agreeableness ,4,4,4,4,4,4,4,5,3,5,4,4,,4,4,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4
0:15:58,252,5,4,1,2,2,3.5,2.75,4.5,4.25,3.0,5,5,4,750,3,"Esta canção oferece uma poderosa expressão catártica, permitindo a liberação emocional de sentimentos intensos. Sua melodia crescente e vocais impactantes proporcionam um espaço para conexão e compreensão interna. A letra genuína e a energia dinâmica incentivam a autoaceitação e a resiliência, promovendo uma sensação de liberdade e equilíbrio emocional necessário para momentos desafiadores.",neuroticism  ,5,4,4,4,5,5,4,5,3,5,5,5,,5,4,4,5,5,5,4,4,3,5,4,5,4,4,3,5,4,5
0:15:23,255,5,2,1,2,3,3.0,3.0,1.75,5.0,2.25,5,5,5,765,6,"Esta música evoca nostalgia e estrutura, resgatando memórias com um ritmo impecável e produção meticulosa. A batida envolvente complementa a força lírica e a precisão instrumental. A experiência auditiva é enriquecida por arranjos cuidadosamente executados, inspirando quem aprecia melodias bem preparadas e consistentes, promovendo uma sensação de harmonia e coerência emocional.",conscientiousness,5,4,4,5,5,5,4,5,3,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0:18:32,256,3,2,1,3,4,3.75,4.25,3.5,4.25,3.0,4,4,3,768,3,"A vibração dinâmica e cativante da música complementa perfeitamente um estilo de vida enérgico. Seus acordes envolventes e batidas ritmadas evocam uma atmosfera animada, perfeita para encontros e celebrações. A melodia contagiante e letras emocionantes incentivam uma sensação de conexão, ideal para aqueles que prosperam em ambientes vibrantes e cheios de vida.",Extroversion,5,4,4,4,4,4,4,4,3,4,4,4,,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,4,5
0:10:27,257,4,4,1,4,3,3.25,4.0,3.0,4.5,3.75,5,3,5,776,5,"A música ressoa com harmonia e calor, refletindo um sentimento profundo e sincero. As batidas melódicas e vocais emocionantes criam uma atmosfera envolvente. As letras exploram conexões verdadeiras, valorizando relacionamentos significativos. Promove uma vibração positiva que celebra a importância do amor e compreensão, ideal para corações acolhedores e compassivos.",agreeableness ,5,4,3,4,5,4,5,5,3,4,4,4,,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5
0:12:54,259,4,4,1,1,5,4.0,4.0,4.5,4.25,2.5,4,4,2,778,1,"Com uma melodia calma e envolvente, esta música oferece um refúgio sonoro que acalma a mente. Seus ritmos suaves e vocais etéreos criam um ambiente de paz e introspeção, promovendo relaxamento e conforto. Ideal para desconectar-se das preocupações do dia a dia e encontrar serenidade interna.",neuroticism  ,5,3,3,4,3,4,3,4,3,4,5,5,,5,4,3,5,5,5,4,3,2,5,4,4,4,4,3,5,4,4
0:17:24,260,3,4,1,2,4,4.0,3.25,1.75,4.25,4.0,2,3,4,787,4,"A música possui batidas energéticas e ritmos vibrantes que elevam o ânimo instantaneamente. As letras empoderadoras reforçam a autoconfiança e promovem uma atitude positiva, incentivando a autoaceitação. É ideal para recarregar as energias e liberar tensões, ajudando a encontrar um espaço mental otimista e confiante em momentos desafiadores.",neuroticism  ,4,4,3,2,3,3,5,5,3,3,3,4,As explicações se assemelham bastante. Fazendo eu achar que era certa música e depois vir outra explicação e me fazer querer mudar de ideia.,5,5,5,5,4,4,5,5,4,5,4,4,5,5,4,5,5,4
0:10:44,268,1,4,2,6,4,3.75,4.25,3.5,4.25,3.25,5,5,5,807,6,"Recomendo esta música pela sua combinação envolvente de riffs pesados e ritmo marcante que definiram um novo padrão para o gênero. A introdução icônica capta imediatamente a atenção, enquanto as linhas de guitarra complexas e a bateria poderosa te levam em uma jornada auditiva única e inesquecível que perdura após cada audição.",feature based,5,4,4,4,5,3,4,4,3,3,3,4,,4,5,5,3,5,5,4,5,5,3,5,5,4,5,5,4,5,5
0:09:50,271,5,4,1,4,4,2.75,4.5,3.25,5.0,3.0,4,4,5,818,5,"Esta canção apresenta uma fusão cativante de ritmos latinos alegres e melodia envolvente, com uma produção polida que destaca o uso de harmonias vocais e instrumentação tropical. A presença de colaborações vocais enriquece a experiência auditiva, enquanto o refrão memorável e contagiante convida fortemente para movimentos de dança espontâneos.",feature based,5,5,5,4,5,5,4,5,3,4,4,5,,5,5,5,5,5,5,4,2,5,5,3,5,3,2,5,5,3,5
0:18:20,274,4,3,2,2,4,3.75,3.0,1.75,4.0,3.0,4,4,4,828,3,"Esta música celebra a amizade e a honestidade, traços que valorizam relacionamentos estáveis e duradouros. Sua energia contagiante e mensagem clara motivam o planejamento e a comunicação eficaz entre amigos. O ritmo vibrante inspira um estado de espírito positivo e produtivo, essencial para manter o foco e alcançar objetivos comuns.",conscientiousness,4,4,4,4,4,3,4,3,3,4,4,4,,4,3,5,4,5,4,4,4,4,4,4,4,5,4,5,5,4,5
0:09:23,280,4,4,1,6,4,2.75,2.5,2.25,3.75,2.25,3,4,4,842,5,"Esta faixa apresenta uma melodia envolvente com instrumentação acústica destacada que combina perfeitamente com ritmos modernos. A composição utiliza uma produção minimalista, priorizando vocais claros e mensagens inspiradoras. Sua estrutura crescente convida à imersão, favorecendo o desejo de repetir a experiência auditiva devido à sua memorável combinação de elementos sonoros e líricos.",feature based,5,4,2,4,5,4,4,4,3,3,4,4,"Bem interessante, parece que ele capta a essência ",3,4,4,4,5,5,3,4,4,4,5,5,3,4,4,4,5,5
0:12:43,282,4,4,1,4,4,3.75,3.75,3.25,4.0,3.5,2,3,2,837,6,"Com melodia suave e ritmo constante, esta canção proporciona um ambiente relaxante, ideal para quem valoriza estrutura e ordem. Seus vocais tranquilizantes e harmonias bem-arranjadas promovem concentração e clareza mental, tornando-se a trilha sonora perfeita para momentos de reflexão e foco, sem ser intrusiva ou disruptiva ao fluxo de trabalho.",conscientiousness,5,5,4,4,4,3,4,4,3,3,4,4,As explicações são muito parecidas uma das outras,5,5,5,4,4,4,4,4,4,5,4,4,4,5,4,5,5,3
0:15:41,286,3,3,1,3,5,2.75,3.75,3.75,4.0,4.0,5,4,5,850,1,"A música mistura batidas cativantes com letras otimistas, criando uma sonoridade vibrante e multifacetada. Harmonias inovadoras e uma colaboração internacional oferecem um deleite auditivo inesperado, desafiando convenções musicais. O clipe visualmente impressionante complementa essa experiência sensorial, tornando-a ideal para quem aprecia a exploração artística e celebra a diversidade cultural.",openness,3,3,2,3,4,3,4,2,3,3,3,2,,3,3,3,4,4,4,3,4,3,4,4,4,2,4,3,4,4,4
0:10:38,287,4,4,1,4,4,3.75,3.5,4.0,4.25,3.0,1,5,4,846,3,"Esta faixa oferece um poderoso sentimento de esperança e redenção, proporcionando um alívio emocional. A melodia intensa e as letras encorajadoras criam um espaço para reflexão e empoderamento pessoal. Ela transmite a mensagem de que mudanças são possíveis, ajudando a liberar tensões internas e a encontrar força em momentos desafiadores.",neuroticism  ,4,4,3,4,3,3,4,3,3,2,3,2,,4,4,5,5,3,4,4,4,5,5,3,4,4,4,5,5,3,4
0:09:14,288,5,4,1,6,4,5.0,4.0,3.0,3.75,3.5,5,4,4,861,6,"Esta música cativa desde o primeiro segundo com sua batida envolvente e energia contagiante. A letra espirituosa e cheia de atitude ressoa com quem adora intensidade e emoção. Sua melodia ousada convida interação e movimento, tornando-a trilha sonora perfeita para aqueles que vivem para momentos vibrantes e inesquecíveis.",Extroversion,4,4,4,4,4,3,4,4,3,3,3,3,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0:10:52,292,4,4,1,6,4,2.5,3.25,4.0,4.25,1.75,5,5,5,872,5,"Com um som envolvente e ritmado, a música eleva o espírito e energiza qualquer ambiente. As batidas cativantes incentivam momentos de partilha e conexão, enquanto a letra sonhadora ressoa com otimismo e aventura. Ideal para aqueles que buscam experiências vibrantes, ela inspira união e celebração em grande estilo.",Extroversion,5,5,5,4,5,5,4,5,3,3,4,4,,4,4,5,4,5,4,4,3,5,3,4,4,4,3,5,3,4,4
0:20:13,293,4,4,1,6,5,4.0,4.25,3.25,4.75,2.5,5,5,5,879,6,A harmonia envolvente e a letra introspectiva dessa canção convidam a uma viagem emocional e intelectual. A mistura de sons dinâmicos e a energia visceral inspiram tanto a introspecção quanto a exploração audaciosa de cenários mentais únicos. É uma trilha sonora poderosa para quem busca uma conexão mais intensa e inovadora com o mundo.,openness,5,5,4,4,4,4,4,4,3,4,4,5,,3,3,4,3,5,5,2,3,3,3,5,4,2,2,4,3,4,4
0:12:32,295,4,2,1,4,4,4.25,2.75,3.5,4.0,4.25,1,3,2,885,6,"Com melodias vibrantes e letras intrigantes, essa música proporciona uma viagem auditiva única. Seus ritmos contrastantes e linhas de baixo inovadoras desafiam convenções musicais, criando uma experiência auditiva envolvente. A narrativa inteligente e multifacetada convida à reflexão, estimulando uma apreciação profunda de suas nuances musicais e poéticas, perfeita para ouvintes que buscam algo inusitado.",openness,5,4,4,4,5,3,4,5,3,3,4,5,,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0:18:35,297,3,1,1,2,2,4.0,4.0,3.25,4.25,2.75,2,5,4,896,5,"Esta música emana energia otimista e um ritmo contagiante que ressoa com aqueles que vibram intensamente com a vida. As letras inspiradoras e os arranjos animados incentivam a celebração dos momentos presentes, nutrindo conexões significativas e alimentando o espírito aventureiro daqueles que vivem cada instante com paixão e espontaneidade.",Extroversion,4,4,5,5,4,4,5,4,3,4,5,5,,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4
0:24:16,298,5,4,1,3,4,2.5,2.75,1.0,4.0,3.75,5,5,5,886,1,"Esta balada poderosa combina vocais impressionantes com uma melodia cativante, destacando um dueto harmonioso que flui entre momentos serenos e crescendos intensos. A letra explora a busca por autenticidade e conexão genuína, enquanto a instrumentação rica e o arranjo cuidadosamente orquestrado criam uma experiência auditiva envolvente e memorável.",feature based,4,5,5,5,4,4,4,5,3,3,4,5,,5,5,4,5,4,5,4,4,3,4,4,5,4,4,3,4,4,5
0:14:08,300,3,3,1,6,3,4.0,4.5,3.25,4.75,3.25,5,5,5,901,4,"Esta canção evoca profunda conexão emocional, destacando autenticidade e vulnerabilidade através de melodias cativantes. Permitindo uma experiência sonora introspectiva, enfatiza a importância dos laços humanos e a beleza da fragilidade. A harmonia entre voz e instrumental inspira empatia, proporcionando um espaço seguro para reflexão emocional e apreciação genuína dos sentimentos alheios.",agreeableness ,4,4,3,4,4,4,4,3,3,4,3,2,"Embora eu escute músicas agitadas e dançantes, opto na maioria das vezes por músicas melancólicas, e como não tenho um gosto eclético, senti falta de mais opções assim. ",5,3,4,5,4,4,4,3,3,5,3,3,5,3,3,4,4,4
0:11:14,301,5,2,1,5,5,4.5,4.0,2.5,4.75,3.25,5,5,5,911,2,"Essa faixa energética utiliza batidas intensas e letras poderosas, proporcionando uma catarse emocional. A música incentiva superação e autoconfiança, ajudando a liberar tensões internas. A melodia edificante e os vocais emocionantes oferecem conforto e motivação, permitindo que o ouvinte se conecte com suas emoções e ganhe força para enfrentá-las.",neuroticism  ,5,5,5,5,5,5,5,5,3,5,5,5,,5,4,5,5,5,5,3,2,5,5,4,4,3,2,5,5,4,3
0:12:39,302,5,4,1,2,5,3.25,4.0,2.0,3.75,4.25,1,3,2,908,5,"A melodia introspectiva e a letra poética oferecem um espaço seguro para reflexão e compreensão emocional, ajudando a aliviar tensões internas. Os acordes suaves e vocais expressivos criam conforto e conexão, proporcionando um efeito calmante. A mensagem sincera e honesta pode guiar a autoaceitação, promovendo resiliência e autocompreensão para ouvintes.",neuroticism  ,5,5,4,4,5,3,3,3,3,3,4,5,,5,4,4,5,4,4,4,3,3,4,3,4,4,4,3,4,3,4
0:11:00,303,3,1,1,3,5,4.25,4.0,4.5,5.0,3.0,3,5,4,916,1,"Esta faixa combina uma melodia suave e acústica com uma letra envolvente que conta uma história de compromisso e parceria ao longo do tempo. A estrutura da canção é cativante, proporcionando uma experiência auditiva agradável, enquanto o vocal delicado e sincero se harmoniza perfeitamente com os arranjos instrumentais cuidadosamente elaborados.",feature based,4,3,4,5,5,5,4,4,3,4,5,5,"Gostei bastante da pesquisa de satisfação, podem fazer mais vezes! Não tenho nenhuma reclamação.",4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
0:21:37,304,3,4,1,4,4,2.5,4.25,4.0,4.75,3.75,2,3,4,929,2,"Recomendo uma vibrante fusão de ritmos cativantes que mistura sonoridades latino-americanas, acentuada por acordes de acordeão e uma batida envolvente. A melodia oferece uma dinâmica única entre vocal feminino e masculino, criando uma harmonia rica. A letra incorpora referências a cenários costeiros, evocando um passeio sonoro através de paisagens caribenhas.",feature based,2,1,1,1,1,3,3,1,3,3,1,1,"Não sei quais são as músicas, mas pela descrição não escutaria a maioria",2,2,2,4,4,3,3,1,2,4,4,4,2,1,2,4,4,3
0:07:39,310,4,1,1,1,5,4.25,4.0,2.5,4.5,2.75,5,5,5,940,1,"Com ritmo cativante e melodia energética, essa música oferece uma distração vibrante que pode elevar o humor. As batidas dinâmicas e harmonias envolventes promovem uma sensação de diversão despreocupada, proporcionando um escape revigorante. A combinação única de som e emoção transforma momentos difíceis em experiências positivas e otimistas.",neuroticism  ,4,5,4,3,4,4,3,2,3,5,4,5,,5,3,5,5,4,4,4,3,5,5,2,3,4,2,5,5,3,2
0:17:10,312,4,1,1,1,4,3.5,3.5,2.75,3.25,3.75,5,4,5,953,2,"Com melodias envolventes e lirismo introspectivo, esta canção oferece uma sonoridade rica que evoca jornadas emocionais e pessoais. As camadas instrumentais e vocais proporcionam uma experiência auditiva que convida à contemplação, incentivando ouvintes a explorarem suas próprias narrativas e emoções, enquanto se conectam com a universalidade das histórias pessoais contadas poeticamente.",openness,4,4,4,4,4,3,3,2,3,2,4,3,,4,4,4,4,4,4,3,3,4,5,4,3,3,3,5,5,4,4
0:09:28,313,4,4,1,4,2,3.75,3.25,2.25,4.0,3.25,5,5,5,960,3,"Com sua batida energética e letras inspiradoras, essa música estimula aqueles que valorizam determinação e esforço contínuo. Ela destaca a importância de enfrentar desafios com tenacidade e foco, ressoando com aqueles que se empenham em superar obstáculos com cuidado e precisão, enquanto reforça a busca incessante pela excelência e autossuperação.",conscientiousness,4,4,4,5,4,4,4,4,3,3,3,5,,5,4,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5
0:15:39,316,4,3,1,4,3,2.5,3.75,3.25,3.75,2.75,2,4,4,973,4,"Esta canção inspira autenticidade, incentivando a aceitação das imperfeições pessoais e sociais. Com uma melodia tranquilizante, promove leveza e confiança interior. Suas letras afirmam a escolha pessoal e relatam situações cotidianas, aliadas à superação, ajudando a encontrar equilíbrio e libertação emocional através da autoaceitação e empoderamento pessoal.",neuroticism  ,5,4,5,5,5,4,5,4,3,4,4,4,A explicação me fez querer ouvir todas das músicas.,5,4,5,5,5,5,4,4,4,5,3,5,4,5,5,5,3,5
0:08:14,318,4,2,1,3,4,4.0,4.25,2.25,4.5,2.75,3,4,4,979,4,"Esse som é perfeito por capturar conflitos e emoções intensas, permitindo reflexão sobre desafios emocionais. A energia crua e autenticidade oferecem um contraste libertador, ajudando a desenvolver empatia e compreensão. É uma jornada musical que promove autorreflexão, incentivando resiliência e crescimento pessoal através da exploração de sentimentos profundos e verdadeiros.",agreeableness ,5,5,5,4,4,5,4,4,3,4,4,4,,5,5,4,4,4,5,5,5,4,5,4,5,5,5,4,4,5,5
0:18:01,319,5,2,1,2,2,2.0,3.0,1.5,5.0,3.75,5,4,5,992,5,"Essa melodia oferece um refúgio tranquilo, proporcionando conforto e serenidade. Com sua harmonia suave e letras emocionais, acalma corações inquietos e promove reflexão interior. Ao envolver o ouvinte em uma aura de sensibilidade, estimula a autocompaixão, encorajando um espaço seguro para explorar e acolher sentimentos profundos.",neuroticism  ,5,5,5,5,5,5,5,5,3,5,5,5,"Adorei muito a explicação sobre cada música, achei bem interessante.",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0:09:12,320,4,3,1,4,3,4.0,4.0,3.0,4.0,3.25,5,5,5,986,5,"Esta faixa pop contagiante se destaca por seu ritmo dançante e produção polida, combinando batidas tropicais com um refrão memorável. A melodia cativante e o arranjo sofisticado tornam-na irresistível para se movimentar. Os vocais são impecáveis, equilibrando suavidade e energia, criando uma experiência auditiva envolvente e difícil de esquecer.",feature based,4,4,4,4,4,4,4,4,3,4,4,4,,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4
0:07:39,321,5,3,1,4,4,3.75,5.0,4.25,4.75,4.0,5,4,5,995,2,"Esta canção, com sua melodia envolvente e letras apaixonadas, promove uma experiência emocional profunda, ressoando com aqueles que valorizam dedicação e constância. Sua estrutura bem definida e produção cuidadosa refletem precisão e compromisso, proporcionando uma trilha sonora inspiradora para momentos de reflexão e foco, incentivando sentimentos de perseverança e equilíbrio.",conscientiousness,5,5,5,5,5,5,5,5,3,4,4,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0:20:39,322,2,4,1,3,4,4.0,3.75,3.25,4.0,4.25,5,5,5,1000,1,"A melodia suave e os riffs de guitarra criam um ambiente calmante, ideal para acalmar mentes agitadas. A letra aborda superação e perseverança, oferecendo um sentimento de esperança. As transições harmoniosas proporcionam um refúgio sonoro que acalma emoções desequilibradas, convidando à reflexão e promovendo tranquilidade interior.",neuroticism  ,5,4,4,4,5,3,3,3,3,5,5,4,,4,4,3,4,4,4,4,3,2,4,3,3,4,3,2,4,3,4
1:06:47,323,5,2,1,4,4,5.0,4.25,2.5,5.0,3.5,1,4,3,1010,5,"Essa canção oferece um efeito calmante com suas melodias suaves e letras emotivas, proporcionando alívio emocional. A profundidade lírica ajuda a processar sentimentos complexos, enquanto a melodia delicada acalma a mente. É uma companhia musical que envolve em calor e compreensão, permitindo reflexão e conforto em momentos de turbulência emocional.",neuroticism  ,5,5,5,5,5,5,5,5,3,5,4,4,,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5
0:17:53,325,4,4,2,3,4,4.0,3.75,3.0,4.75,2.25,2,3,2,1018,1,"A música transmite energia explosiva e determinação, proporcionando uma trilha sonora motivadora. Sua intensidade canaliza foco e persistência, inspirando proatividade na superação de desafios. Os riffs poderosos e batidas rítmicas estimulam um espírito incansável, favorecendo concentração e eficácia. Ideal para quem busca manter-se comprometido, disciplinado e resiliente em suas tarefas.",conscientiousness,4,4,4,4,4,3,4,4,3,3,3,4,,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
0:08:12,326,4,1,1,1,2,4.5,4.75,5.0,4.5,2.25,5,5,5,1015,4,"A música proporciona uma explosão de energia contagiante que eleva o humor instantaneamente. O ritmo cativante e a coreografia divertida incentivam o movimento e a expressão, promovendo alívio e riso. Sua natureza exuberante distrai dos pensamentos negativos e eleva a confiança, criando um momento de pura diversão e despreocupação.",neuroticism  ,4,4,5,4,4,5,4,4,3,4,5,5,,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,3
0:13:18,327,5,4,2,6,4,3.25,4.5,3.0,4.25,1.75,5,4,4,1024,1,"Com uma melodia cuidadosamente estruturada e letras que evocam introspecção, esta música oferece uma experiência auditiva que ressoa com aqueles que valorizam ordem e clareza. A instrumentação harmoniosa e a entrega vocal emocional incentivam o foco e a reflexão, criando um ambiente sonoro ideal para quem aprecia equilíbrio e atenção aos detalhes.",conscientiousness,4,4,3,4,4,4,4,3,3,3,3,2,,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,5,4
0:14:50,328,4,3,1,1,4,4.25,3.75,4.25,4.25,3.5,4,5,4,1035,6,"Com batidas poderosas e letras impactantes, essa faixa inspira confiança e serve como trilha sonora para conversas animadas e encontros agitados. A energia inconfundível provoca reflexão e promove autoconfiança, instigando ideias inovadoras e interações dinâmicas. É perfeita para aumentar a adrenalina em ambientes sociais e criar atmosferas eletrizantes e memoráveis.",Extroversion,4,4,4,5,4,5,4,4,3,4,5,4,,4,4,4,5,5,4,4,4,4,4,4,4,3,4,5,5,5,3
0:05:24,329,4,4,2,2,4,4.5,3.75,3.25,4.5,2.75,1,3,3,1040,5,"A batida contagiante cria uma energia envolvente, perfeita para elevar ambientes animados. A rica instrumentação e a voz marcante intensificam emoções, gerando conexões profundas em grupos. A mistura de ritmo vibrante e letras introspectivas proporciona contraste estimulante, ideal para aqueles que se destacam em compartilhar experiências e criar momentos memoráveis juntos.",Extroversion,4,4,4,4,4,3,3,4,3,3,4,4,,4,4,5,4,4,4,3,4,5,3,4,3,3,4,5,3,4,3
0:06:24,330,3,4,1,4,5,3.5,3.5,1.25,3.0,4.25,5,5,5,1044,3,"Com batidas cativantes e letras inteligentes, esta música oferece um escape perfeito para mente inquieta. A melodia envolvente distrai pensamentos negativos, enquanto a narrativa ousada encoraja a autoexpressão sem medo. A energia dinâmica promove leveza e autoconfiança, ajudando a transformar sentimentos turbulentos em uma experiência musical revitalizante e positiva.",neuroticism  ,4,3,3,4,4,4,4,4,3,4,4,4,Acho que poderia ter outros estilos de músicas de outros países tb,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0:13:38,336,4,4,1,4,2,3.25,3.0,2.0,4.25,4.75,5,5,5,1065,6,"A poderosa combinação de sons intensos e letras introspectivas traduz luta interna e transformação. Oferece catarse, permitindo liberar emoções reprimidas. A mistura de melodia sombria e ritmo hipnótico cria uma atmosfera de reflexão. Assim, promove conexões emocionais profundas, proporcionando alívio temporário e compreensão das próprias batalhas emocionais. Uma experiência libertadora.",neuroticism  ,4,4,4,4,4,3,4,4,3,4,4,5,,4,4,4,5,4,5,4,4,3,5,4,5,4,4,3,4,4,5
0:09:07,340,4,4,1,6,3,4.0,3.5,2.25,2.75,3.5,4,2,3,1073,2,"Esta faixa combina guitarras enérgicas com um ritmo envolvente, sustentada por um vocal potente que cativa do início ao fim. A letra intrigante aborda temas universais e atemporais, enquanto o arranjo dinâmico proporciona uma experiência auditiva rica, tornando-a ideal para quem aprecia rock alternativo bem estruturado e impactante.",feature based,4,3,3,3,2,3,4,3,3,2,3,4,,4,4,4,4,4,5,4,4,4,4,3,4,4,3,3,3,3,4
1:02:22,346,5,4,1,4,4,4.75,4.5,4.25,5.0,1.0,4,5,5,1102,1,"Esta música inspira perseverança e autenticidade, temas que ressoam com indivíduos que valorizam a verdade e a harmonia. O ritmo energético e a letra encorajadora fornecem uma trilha sonora motivacional, promovendo confiança interna e celebrando a empatia. Ela oferece uma mensagem poderosa sobre abraçar desafios e permanecer fiel a si mesmo.",agreeableness ,5,5,5,5,5,5,5,5,3,5,5,5,,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5
0:10:26,347,4,4,1,4,5,3.75,3.25,2.0,4.0,2.5,3,4,4,1082,5,"Esta canção proporciona uma melodia calma, equilibrando emoções com suavidade e introspecção. A letra ressoa com sentimentos de autodescoberta e busca por liberdade, promovendo paz interior. Sua combinação de vocais gentis e instrumentação reconfortante ajuda a criar um ambiente seguro, encorajando reflexões serenas e diminuindo o turbilhão emocional.",neuroticism  ,4,4,4,4,4,4,4,4,3,4,4,4,,4,4,5,4,4,4,4,4,5,5,4,5,4,4,5,5,4,5
0:05:08,349,3,3,1,6,4,4.0,3.75,3.5,4.0,3.0,5,4,4,1089,6,"Este som tem uma energia marcante e uma estrutura rítmica clara, perfeita para mentes focadas. A intensidade controlada e as letras poderosas inspiram determinação e propósito. As camadas sonoras bem definidas refletem uma abordagem meticulosa, encorajando resiliência e precisão. Uma escolha ideal para quem busca equilíbrio entre força e controle.",conscientiousness,4,4,4,4,4,4,4,4,3,4,4,4,,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4
